months_as_customer;age;policy_state;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_make;auto_model;auto_year;fraud_reported
107;26;0.258;0.257;500;974.59;0.0;0.234;0.261;0.246;0.224;0.27;62800;0;0.27;0.312;0.107;0.291;0.221;0.289;14;3;0.24;1;0;0.255;59700;11940;11940.0;35820;0.179;0.13;13;0
126;33;0.258;0.216;1000;1141.71;2000000.0;0.234;0.261;0.169;0.195;0.21;36700;-73400;0.29;0.276;0.605;0.291;0.179;0.221;21;1;0.258;1;2;0.255;54160;6770;6770.0;40620;0.238;0.156;6;0
146;36;0.258;0.216;2000;1233.96;0.0;0.234;0.224;0.169;0.109;0.293;34500;-60600;0.27;0.254;0.128;0.209;0.309;0.248;16;3;0.24;1;1;0.255;55900;5590;5590.0;44720;0.179;0.13;0;0
84;32;0.227;0.216;500;1694.09;7000000.0;0.234;0.234;0.212;0.74;0.205;0;0;0.29;0.312;0.128;0.318;0.221;0.234;0;1;0.258;0;2;0.255;57240;4770;9540.0;42930;0.277;0.437;20;1
143;34;0.227;0.257;500;1442.27;0.0;0.26;0.262;0.169;0.193;0.27;67900;0;0.29;0.276;0.107;0.318;0.221;0.261;10;1;0.24;2;3;0.229;58500;11700;5850.0;40950;0.25;0.325;16;0
163;31;0.254;0.257;1000;1004.63;6000000.0;0.26;0.261;0.169;0.23;0.258;26900;0;0.27;0.312;0.128;0.291;0.294;0.248;14;3;0.258;2;0;0.255;63910;5810;11620.0;46480;0.238;0.285;16;0
242;40;0.258;0.257;500;1238.65;0.0;0.234;0.225;0.291;0.161;0.205;0;-44600;0.085;0.089;0.066;0.209;0.179;0.242;5;1;0.258;1;1;0.255;7480;680;680.0;6120;0.225;0.185;17;0
200;40;0.227;0.257;1000;1439.34;0.0;0.234;0.225;0.276;0.193;0.293;45300;-20400;0.085;0.089;0.107;0.209;0.227;0.224;9;1;0.24;0;0;0.255;3690;410;410.0;2870;0.305;0.25;0;0
140;36;0.258;0.216;2000;979.26;0.0;0.234;0.261;0.291;0.74;0.21;0;-67000;0.27;0.276;0.605;0.269;0.221;0.224;2;4;0.258;0;2;0.229;72800;14560;14560.0;43680;0.255;0.231;17;0
119;34;0.227;0.262;500;1299.18;0.0;0.234;0.262;0.282;0.23;0.27;57100;0;0.29;0.276;0.605;0.269;0.436;0.242;7;1;0.258;2;1;0.229;45540;8280;8280.0;28980;0.255;0.363;17;1
122;33;0.227;0.262;500;1236.5;0.0;0.26;0.264;0.169;0.161;0.205;0;-48700;0.095;0.089;0.066;0.066;0.221;0.248;1;1;0.24;0;1;0.255;5060;460;920.0;3680;0.179;0.13;12;0
293;49;0.227;0.257;2000;1239.06;0.0;0.234;0.261;0.291;0.224;0.205;34900;0;0.29;0.276;0.128;0.209;0.294;0.224;19;1;0.24;1;1;0.255;57310;5210;10420.0;41680;0.279;0.273;13;0
231;43;0.227;0.262;2000;972.47;0.0;0.26;0.262;0.222;0.266;0.27;0;-58100;0.27;0.276;0.107;0.209;0.266;0.248;15;3;0.258;2;2;0.229;77100;7710;15420.0;53970;0.304;0.27;5;0
249;43;0.258;0.257;2000;1148.58;0.0;0.234;0.264;0.169;0.109;0.258;0;-71200;0.27;0.312;0.128;0.269;0.294;0.289;4;3;0.258;2;1;0.229;57100;5710;5710.0;45680;0.255;0.15;1;0
259;43;0.227;0.216;2000;1537.13;0.0;0.234;0.264;0.204;0.093;0.21;0;-58300;0.27;0.254;0.128;0.318;0.221;0.234;3;3;0.24;0;2;0.229;57060;6340;6340.0;44380;0.305;0.285;3;0
211;35;0.258;0.257;2000;1221.22;0.0;0.26;0.224;0.237;0.091;0.293;76000;0;0.29;0.312;0.128;0.209;0.221;0.234;2;1;0.258;0;1;0.255;52030;9460;4730.0;37840;0.338;0.259;7;0
178;38;0.227;0.262;500;1381.14;0.0;0.234;0.262;0.169;0.091;0.27;0;0;0.27;0.312;0.107;0.318;0.221;0.221;10;3;0.24;0;3;0.255;57200;5200;10400.0;41600;0.277;0.33;4;0
22;26;0.258;0.257;1000;1276.57;0.0;0.26;0.264;0.297;0.224;0.258;71500;0;0.29;0.312;0.107;0.269;0.221;0.289;3;1;0.258;1;2;0.255;78900;15780;7890.0;55230;0.276;0.409;20;0
356;54;0.258;0.216;500;912.3;0.0;0.26;0.262;0.212;0.3;0.27;58500;-44000;0.27;0.276;0.605;0.318;0.294;0.234;23;3;0.24;2;1;0.255;68750;12500;12500.0;43750;0.304;0.344;8;1
463;59;0.227;0.262;1000;979.73;0.0;0.234;0.261;0.368;0.3;0.258;51700;0;0.27;0.276;0.605;0.318;0.294;0.261;14;2;0.24;1;2;0.255;72400;7240;14480.0;50680;0.276;0.375;16;1
165;36;0.227;0.262;2000;1247.87;0.0;0.26;0.224;0.246;0.109;0.205;0;-39700;0.27;0.254;0.128;0.269;0.221;0.234;20;3;0.24;2;2;0.255;45700;4570;4570.0;36560;0.277;0.05;7;0
192;35;0.227;0.257;1000;1245.89;0.0;0.234;0.224;0.368;0.163;0.27;0;-40300;0.29;0.312;0.128;0.318;0.179;0.242;19;1;0.24;0;0;0.255;76600;15320;7660.0;53620;0.338;0.38;15;0
82;27;0.227;0.257;1000;1384.51;0.0;0.26;0.264;0.169;0.266;0.258;13100;-38200;0.29;0.312;0.605;0.318;0.294;0.242;14;1;0.24;2;3;0.255;71680;8960;8960.0;53760;0.279;0.285;8;1
464;61;0.258;0.216;1000;1125.37;0.0;0.234;0.234;0.212;0.176;0.205;0;-56400;0.27;0.312;0.605;0.209;0.227;0.234;6;3;0.24;0;2;0.229;79800;6650;19950.0;53200;0.225;0.185;15;1
284;42;0.258;0.257;500;1338.54;-1000000.0;0.26;0.234;0.237;0.093;0.27;0;0;0.29;0.254;0.605;0.291;0.309;0.289;13;1;0.258;0;1;0.255;94160;8560;17120.0;68480;0.276;0.1;19;0
104;30;0.258;0.257;500;1052.85;0.0;0.234;0.264;0.222;0.224;0.293;0;-70100;0.085;0.089;0.107;0.209;0.179;0.224;8;1;0.24;0;0;0.229;4800;960;480.0;3360;0.277;0.05;9;0
194;39;0.254;0.262;500;823.17;0.0;0.26;0.224;0.169;0.228;0.21;0;0;0.27;0.276;0.605;0.318;0.179;0.261;3;3;0.24;2;2;0.255;61500;6150;12300.0;43050;0.25;0.325;3;0
436;60;0.254;0.262;500;1362.31;0.0;0.26;0.225;0.212;0.161;0.27;67600;-65300;0.29;0.276;0.107;0.291;0.227;0.289;16;1;0.24;0;2;0.255;82060;14920;7460.0;59680;0.225;0.2;10;0
132;32;0.258;0.262;2000;1106.84;0.0;0.26;0.264;0.169;0.266;0.27;43100;-31900;0.085;0.089;0.107;0.209;0.294;0.224;21;1;0.258;1;1;0.229;5600;1120;560.0;3920;0.238;0.156;10;0
108;31;0.254;0.216;2000;1175.7;0.0;0.26;0.224;0.222;0.3;0.258;0;0;0.29;0.312;0.128;0.269;0.221;0.261;14;1;0.24;0;2;0.255;57330;6370;6370.0;44590;0.25;0.162;9;0
257;44;0.258;0.257;1000;1280.88;0.0;0.26;0.264;0.169;0.176;0.293;59400;-32200;0.29;0.312;0.128;0.318;0.179;0.224;21;1;0.24;0;1;0.255;46980;0;5220.0;41760;0.19;0.2;13;0
228;42;0.254;0.262;2000;1197.22;5000000.0;0.26;0.264;0.237;0.266;0.293;0;0;0.085;0.089;0.107;0.209;0.227;0.224;8;1;0.24;0;0;0.255;5070;780;780.0;3510;0.338;0.259;8;1
290;45;0.227;0.257;500;1085.03;0.0;0.234;0.261;0.276;0.74;0.27;0;-61000;0.27;0.254;0.128;0.209;0.227;0.289;23;3;0.258;2;2;0.255;64800;12960;6480.0;45360;0.304;0.27;1;1
204;38;0.227;0.257;2000;1124.47;0.0;0.234;0.264;0.282;0.093;0.27;0;-45100;0.29;0.254;0.128;0.291;0.294;0.221;5;1;0.24;0;1;0.255;90530;16460;16460.0;57610;0.305;0.37;12;0
257;43;0.254;0.257;2000;1322.1;0.0;0.26;0.225;0.212;0.109;0.21;0;-29200;0.095;0.089;0.107;0.209;0.266;0.289;4;1;0.258;1;3;0.229;9020;1640;820.0;6560;0.186;0.143;10;0
264;43;0.227;0.257;500;1508.12;6000000.0;0.26;0.264;0.297;0.176;0.27;0;0;0.27;0.312;0.605;0.318;0.221;0.261;0;3;0.24;2;1;0.255;60750;13500;6750.0;40500;0.164;0.119;0;1
254;40;0.227;0.262;500;1390.89;5000000.0;0.26;0.262;0.246;0.161;0.27;0;-74400;0.29;0.276;0.107;0.318;0.221;0.224;23;1;0.24;2;2;0.255;53460;9720;4860.0;38880;0.279;0.285;6;0
154;36;0.227;0.262;2000;1313.51;7000000.0;0.234;0.224;0.368;0.116;0.21;68500;0;0.085;0.089;0.066;0.066;0.294;0.221;9;1;0.24;2;0;0.255;2800;280;280.0;2240;0.279;0.273;0;0
22;29;0.254;0.262;2000;1238.62;6000000.0;0.26;0.264;0.368;0.3;0.293;0;-56200;0.29;0.312;0.605;0.291;0.294;0.242;14;1;0.24;2;3;0.255;70800;7080;14160.0;49560;0.19;0.222;3;1
138;30;0.258;0.216;500;1093.07;4000000.0;0.234;0.264;0.169;0.266;0.27;27700;-72400;0.29;0.276;0.605;0.318;0.227;0.248;0;1;0.24;2;2;0.255;83160;6930;13860.0;62370;0.279;0.285;4;0
119;28;0.258;0.262;2000;1079.92;0.0;0.26;0.225;0.237;0.23;0.205;88800;0;0.29;0.312;0.128;0.291;0.266;0.224;1;1;0.24;0;1;0.229;53600;6700;6700.0;40200;0.279;0.285;8;1
286;41;0.227;0.257;500;1106.77;0.0;0.234;0.262;0.212;0.109;0.293;45500;-62500;0.095;0.089;0.066;0.209;0.179;0.261;3;1;0.24;2;0;0.255;5000;500;500.0;4000;0.25;0.325;12;0
235;40;0.227;0.216;500;1398.94;0.0;0.26;0.262;0.297;0.161;0.205;0;0;0.29;0.254;0.107;0.291;0.221;0.224;11;1;0.24;1;2;0.255;68300;6830;13660.0;47810;0.238;0.285;12;0
188;33;0.227;0.262;1000;1340.24;0.0;0.26;0.225;0.222;0.826;0.21;0;-68800;0.27;0.312;0.107;0.209;0.221;0.248;8;3;0.258;1;0;0.255;76010;13820;6910.0;55280;0.25;0.325;20;1
332;47;0.227;0.257;2000;1083.01;0.0;0.26;0.264;0.297;0.228;0.293;91900;0;0.27;0.276;0.605;0.209;0.179;0.289;22;4;0.258;2;0;0.255;71760;11040;11040.0;49680;0.164;0.24;5;1
54;35;0.254;0.257;500;1261.28;0.0;0.234;0.264;0.222;0.23;0.24;68500;-42100;0.27;0.254;0.107;0.269;0.227;0.242;21;3;0.258;2;0;0.255;79090;14380;7190.0;57520;0.179;0.29;3;0
103;33;0.254;0.257;1000;969.88;6000000.0;0.26;0.264;0.246;0.193;0.21;0;0;0.29;0.312;0.107;0.291;0.221;0.261;21;1;0.24;1;0;0.229;76920;12820;6410.0;57690;0.276;0.1;13;0
175;34;0.254;0.216;1000;1123.87;7993219.794354623;0.234;0.264;0.222;0.116;0.293;0;0;0.085;0.089;0.066;0.209;0.221;0.289;5;1;0.24;2;0;0.229;7290;810;810.0;5670;0.279;0.273;20;0
122;29;0.258;0.262;1000;1629.94;0.0;0.234;0.224;0.169;0.224;0.293;0;-47100;0.095;0.089;0.066;0.066;0.294;0.224;17;1;0.24;0;1;0.255;3850;350;350.0;3150;0.25;0.162;1;0
294;46;0.227;0.257;500;1532.8;0.0;0.26;0.262;0.212;0.193;0.21;0;0;0.29;0.254;0.128;0.318;0.294;0.234;8;1;0.24;0;3;0.229;65780;11960;11960.0;41860;0.338;0.4;2;0
185;34;0.258;0.262;500;1257.36;0.0;0.234;0.264;0.246;0.163;0.205;0;0;0.27;0.254;0.605;0.269;0.294;0.289;20;3;0.258;1;1;0.255;51370;9340;4670.0;37360;0.277;0.33;15;1
127;34;0.258;0.216;500;1319.97;0.0;0.234;0.234;0.297;0.228;0.21;73700;0;0.085;0.089;0.107;0.066;0.309;0.289;8;1;0.258;1;3;0.255;4700;470;940.0;3290;0.225;0.285;17;0
136;32;0.254;0.257;500;1169.62;0.0;0.234;0.261;0.276;0.3;0.258;0;0;0.29;0.254;0.605;0.209;0.294;0.289;6;1;0.258;0;0;0.255;55000;10000;10000.0;35000;0.186;0.143;7;1
177;33;0.227;0.257;1000;1609.67;0.0;0.26;0.262;0.169;0.3;0.27;0;-13200;0.29;0.254;0.605;0.291;0.294;0.242;22;1;0.24;1;3;0.255;82800;20700;13800.0;48300;0.164;0.24;11;1
47;37;0.254;0.262;2000;1241.97;0.0;0.26;0.225;0.169;0.163;0.258;75400;0;0.095;0.089;0.107;0.066;0.221;0.248;18;1;0.24;1;0;0.255;6700;670;670.0;5360;0.164;0.119;4;0
107;32;0.258;0.257;500;1172.82;4000000.0;0.26;0.234;0.237;0.3;0.293;82100;0;0.085;0.089;0.066;0.209;0.294;0.289;8;1;0.24;1;3;0.255;3900;780;390.0;2730;0.305;0.37;5;0
286;41;0.227;0.262;1000;999.43;0.0;0.26;0.262;0.212;0.228;0.27;25800;0;0.085;0.089;0.066;0.209;0.179;0.234;3;1;0.258;2;0;0.255;4100;820;410.0;2870;0.276;0.1;6;0
239;39;0.227;0.257;500;1396.83;0.0;0.234;0.224;0.169;0.266;0.205;0;0;0.27;0.312;0.605;0.291;0.179;0.234;0;4;0.24;0;3;0.255;76890;6990;13980.0;55920;0.277;0.437;8;0
246;43;0.254;0.262;1000;1267.4;6000000.0;0.26;0.261;0.169;0.176;0.205;0;0;0.29;0.254;0.107;0.269;0.221;0.248;0;1;0.24;2;1;0.255;50700;5070;5070.0;40560;0.19;0.083;9;0
173;36;0.258;0.262;1000;1274.63;0.0;0.26;0.262;0.237;0.176;0.24;51000;0;0.29;0.312;0.128;0.269;0.294;0.242;22;1;0.258;2;3;0.255;52030;9460;9460.0;33110;0.19;0.222;20;0
328;49;0.258;0.216;500;1434.51;0.0;0.234;0.224;0.291;0.161;0.27;0;0;0.29;0.312;0.128;0.209;0.221;0.224;19;1;0.24;0;2;0.229;71440;8930;8930.0;53580;0.338;0.4;10;0
278;47;0.254;0.216;500;1285.01;0.0;0.26;0.224;0.237;0.195;0.258;0;-39800;0.29;0.312;0.605;0.291;0.227;0.248;21;1;0.24;2;2;0.229;58500;5850;5850.0;46800;0.186;0.143;5;0
246;39;0.254;0.262;1000;1416.08;0.0;0.234;0.261;0.297;0.3;0.293;0;-36600;0.29;0.312;0.107;0.291;0.179;0.221;16;1;0.258;0;3;0.255;45180;5020;5020.0;35140;0.255;0.15;11;0
95;32;0.254;0.216;2000;1356.64;0.0;0.26;0.224;0.237;0.109;0.258;67800;-48600;0.27;0.254;0.128;0.209;0.294;0.242;21;3;0.258;0;3;0.229;83160;15120;15120.0;52920;0.186;0.143;12;0
258;41;0.227;0.257;500;1042.25;0.0;0.26;0.224;0.368;0.266;0.24;0;-44400;0.27;0.312;0.605;0.269;0.309;0.224;0;3;0.24;2;3;0.255;81240;6770;20310.0;54160;0.338;0.38;7;1
177;34;0.227;0.257;2000;1057.77;0.0;0.234;0.261;0.282;0.161;0.24;0;-57700;0.27;0.276;0.128;0.291;0.309;0.224;22;3;0.24;1;1;0.255;18000;2250;2250.0;13500;0.304;0.27;6;0
86;28;0.254;0.257;2000;1595.07;0.0;0.26;0.264;0.291;0.23;0.24;75800;0;0.29;0.254;0.107;0.209;0.227;0.248;19;1;0.258;0;2;0.229;70920;11820;11820.0;47280;0.164;0.119;13;0
149;34;0.254;0.262;500;664.86;0.0;0.234;0.264;0.297;0.224;0.27;0;-60000;0.29;0.312;0.128;0.269;0.179;0.261;3;1;0.24;0;1;0.255;105040;16160;16160.0;72720;0.25;0.325;16;0
369;55;0.258;0.262;2000;1589.54;0.0;0.26;0.262;0.204;0.091;0.205;55400;0;0.27;0.312;0.107;0.209;0.227;0.289;6;3;0.24;2;0;0.229;85300;17060;8530.0;59710;0.186;0.273;12;0
55;35;0.227;0.216;500;1198.44;7993219.794354623;0.26;0.264;0.169;0.276;0.27;0;0;0.085;0.089;0.107;0.209;0.179;0.261;9;1;0.24;0;3;0.255;3080;560;560.0;1960;0.179;0.13;17;0
223;43;0.258;0.262;500;1734.09;0.0;0.234;0.264;0.169;0.091;0.258;0;0;0.095;0.089;0.066;0.066;0.179;0.289;6;1;0.258;0;3;0.255;5200;650;650.0;3900;0.19;0.222;9;0
196;36;0.254;0.262;2000;1463.07;0.0;0.26;0.264;0.246;0.224;0.21;0;0;0.085;0.089;0.066;0.209;0.179;0.242;3;1;0.24;1;1;0.255;5300;530;530.0;4240;0.164;0.24;14;1
190;40;0.258;0.216;2000;965.21;0.0;0.234;0.261;0.368;0.091;0.293;36900;-53700;0.095;0.089;0.066;0.066;0.294;0.248;10;1;0.24;2;1;0.229;6300;630;630.0;5040;0.179;0.13;14;0
122;34;0.227;0.262;500;1495.06;0.0;0.234;0.224;0.212;0.276;0.24;38100;-31400;0.27;0.312;0.128;0.269;0.266;0.261;18;3;0.24;2;0;0.229;99990;18180;18180.0;63630;0.338;0.259;4;0
476;61;0.254;0.262;1000;1562.8;0.0;0.234;0.224;0.204;0.116;0.258;42800;-68200;0.29;0.276;0.128;0.269;0.179;0.248;10;1;0.24;1;2;0.229;49390;8980;4490.0;35920;0.238;0.156;6;0
11;40;0.258;0.216;2000;1217.69;0.0;0.234;0.264;0.212;0.266;0.27;24000;0;0.27;0.254;0.605;0.318;0.294;0.242;6;3;0.24;1;0;0.255;53460;9720;9720.0;34020;0.25;0.162;11;1
460;57;0.258;0.257;2000;1567.37;0.0;0.234;0.261;0.297;0.224;0.205;62500;0;0.29;0.276;0.605;0.318;0.221;0.224;10;1;0.24;2;3;0.255;58300;5830;11660.0;40810;0.179;0.29;1;1
144;35;0.227;0.257;500;1427.46;0.0;0.26;0.225;0.237;0.74;0.27;0;0;0.27;0.254;0.605;0.209;0.179;0.242;3;3;0.24;0;0;0.255;87900;17580;8790.0;61530;0.25;0.162;20;0
140;36;0.254;0.262;500;1363.59;0.0;0.234;0.261;0.246;0.093;0.258;43200;0;0.27;0.312;0.107;0.318;0.221;0.224;10;3;0.24;2;0;0.229;79500;7950;7950.0;63600;0.276;0.375;15;0
126;34;0.254;0.257;2000;1078.22;0.0;0.234;0.224;0.291;0.091;0.27;54500;0;0.27;0.254;0.605;0.269;0.294;0.234;2;3;0.24;0;1;0.229;58410;10620;5310.0;42480;0.276;0.375;8;0
107;26;0.227;0.216;2000;932.14;0.0;0.26;0.264;0.276;0.74;0.21;40600;0;0.27;0.312;0.128;0.269;0.294;0.261;2;3;0.24;2;3;0.255;78650;14300;7150.0;57200;0.304;0.27;19;1
259;45;0.227;0.216;2000;1175.07;0.0;0.26;0.264;0.297;0.163;0.258;30100;0;0.29;0.254;0.107;0.269;0.179;0.242;23;1;0.24;1;1;0.255;87780;7980;7980.0;71820;0.255;0.15;4;0
46;24;0.258;0.262;2000;1568.47;4000000.0;0.234;0.225;0.246;0.3;0.24;46800;0;0.29;0.254;0.605;0.269;0.221;0.221;7;1;0.24;2;0;0.255;56600;11320;5660.0;39620;0.186;0.143;16;0
211;40;0.227;0.216;1000;1575.86;0.0;0.234;0.264;0.169;0.195;0.21;0;0;0.085;0.089;0.066;0.209;0.179;0.221;3;1;0.24;1;1;0.255;3190;580;290.0;2320;0.304;0.344;11;0
239;38;0.258;0.262;1000;1276.73;5000000.0;0.234;0.224;0.204;0.161;0.293;0;0;0.27;0.276;0.605;0.209;0.179;0.221;12;3;0.24;1;3;0.255;61920;6880;6880.0;48160;0.225;0.2;12;0
198;34;0.258;0.262;1000;1576.41;0.0;0.26;0.234;0.204;0.093;0.293;0;-55100;0.29;0.254;0.605;0.318;0.179;0.248;18;1;0.258;1;1;0.229;95000;9500;9500.0;76000;0.305;0.37;14;0
275;45;0.254;0.216;2000;1447.77;0.0;0.234;0.234;0.169;0.091;0.27;39400;-63900;0.27;0.254;0.128;0.291;0.227;0.234;8;3;0.258;1;1;0.255;64320;5360;10720.0;48240;0.19;0.222;17;0
105;33;0.227;0.216;500;1310.76;0.0;0.234;0.225;0.169;0.093;0.258;0;-40900;0.29;0.276;0.128;0.318;0.227;0.221;8;1;0.258;0;1;0.255;70290;12780;6390.0;51120;0.19;0.222;7;0
319;47;0.254;0.262;500;1307.11;0.0;0.26;0.262;0.291;0.116;0.258;0;0;0.27;0.276;0.128;0.209;0.179;0.221;22;3;0.24;0;2;0.255;59730;10860;10860.0;38010;0.304;0.27;10;0
35;35;0.227;0.257;2000;1117.42;0.0;0.234;0.264;0.222;0.093;0.258;0;-51900;0.27;0.254;0.107;0.269;0.309;0.248;23;3;0.24;2;2;0.255;53190;5910;11820.0;35460;0.279;0.285;19;0
37;25;0.258;0.257;1000;1221.17;0.0;0.234;0.224;0.222;0.109;0.258;49300;0;0.27;0.312;0.107;0.291;0.294;0.221;4;3;0.258;0;0;0.229;51030;5670;11340.0;34020;0.238;0.3;19;0
116;34;0.254;0.262;500;1737.66;0.0;0.26;0.234;0.291;0.826;0.24;0;-24100;0.29;0.254;0.605;0.209;0.179;0.221;1;1;0.24;1;1;0.255;97080;16180;16180.0;64720;0.277;0.304;14;1
124;32;0.227;0.262;1000;1198.15;0.0;0.234;0.264;0.169;0.23;0.258;0;-43200;0.27;0.276;0.128;0.318;0.227;0.242;19;3;0.24;0;2;0.229;73560;12260;12260.0;49040;0.277;0.304;20;0
439;56;0.258;0.257;500;1280.9;0.0;0.26;0.225;0.246;0.2;0.21;48900;-40900;0.29;0.312;0.107;0.291;0.309;0.242;9;1;0.24;2;0;0.255;50000;15000;5000.0;30000;0.164;0.119;6;0
148;30;0.258;0.257;500;1471.24;0.0;0.234;0.224;0.302;0.091;0.21;57500;-93600;0.27;0.254;0.107;0.209;0.309;0.224;4;3;0.24;2;2;0.255;32480;4060;4060.0;24360;0.25;0.162;18;0
126;28;0.254;0.262;500;1508.9;0.0;0.234;0.261;0.237;0.224;0.293;0;0;0.27;0.312;0.128;0.209;0.179;0.234;3;4;0.24;0;1;0.255;67800;11300;11300.0;45200;0.305;0.37;4;0
261;42;0.258;0.262;500;1337.56;0.0;0.234;0.262;0.212;0.2;0.24;0;0;0.29;0.312;0.107;0.209;0.294;0.224;18;1;0.24;1;2;0.229;74700;7470;14940.0;52290;0.25;0.325;5;0
448;57;0.227;0.257;2000;1376.16;0.0;0.234;0.264;0.282;0.23;0.21;38600;-50300;0.27;0.276;0.605;0.209;0.294;0.289;10;3;0.24;2;1;0.255;47760;5970;5970.0;35820;0.238;0.3;2;1
246;45;0.227;0.262;1000;1665.45;0.0;0.26;0.261;0.237;0.23;0.27;34400;-33100;0.27;0.254;0.605;0.269;0.266;0.261;9;3;0.24;2;2;0.255;53280;11840;5920.0;35520;0.186;0.143;9;1
405;57;0.254;0.216;1000;1132.47;4000000.0;0.26;0.264;0.169;0.193;0.293;46300;0;0.27;0.276;0.128;0.318;0.221;0.234;21;3;0.24;2;3;0.255;61440;10240;10240.0;40960;0.225;0.2;7;0
256;39;0.258;0.262;1000;1351.1;0.0;0.234;0.264;0.282;0.161;0.24;0;0;0.27;0.312;0.605;0.269;0.294;0.289;19;3;0.24;0;2;0.255;64100;6410;6410.0;51280;0.225;0.185;12;1
274;44;0.254;0.216;500;1395.58;0.0;0.234;0.261;0.282;0.266;0.205;0;0;0.085;0.089;0.107;0.209;0.179;0.242;7;1;0.24;2;1;0.255;5590;860;860.0;3870;0.277;0.304;15;0
213;35;0.258;0.262;500;871.46;0.0;0.26;0.264;0.282;0.163;0.205;58500;-77700;0.29;0.254;0.128;0.269;0.294;0.221;13;1;0.258;2;0;0.229;74140;13480;6740.0;53920;0.305;0.25;8;0
289;43;0.258;0.216;1000;1387.51;0.0;0.234;0.234;0.276;0.265;0.258;0;0;0.27;0.254;0.107;0.269;0.221;0.224;19;3;0.258;1;3;0.255;68580;7620;7620.0;53340;0.164;0.119;5;0
431;54;0.258;0.257;1000;1372.27;0.0;0.234;0.224;0.297;0.228;0.21;17600;0;0.27;0.312;0.128;0.269;0.179;0.261;13;3;0.24;2;3;0.255;63240;10540;10540.0;42160;0.238;0.285;18;0
264;43;0.227;0.216;2000;1353.33;0.0;0.26;0.234;0.169;0.2;0.258;0;-8500;0.27;0.276;0.107;0.209;0.179;0.242;9;3;0.258;2;0;0.255;95150;17300;17300.0;60550;0.305;0.25;8;0
255;46;0.227;0.262;500;1302.34;0.0;0.234;0.261;0.212;0.2;0.21;0;-52600;0.27;0.276;0.107;0.269;0.179;0.221;2;3;0.24;1;0;0.255;57860;5260;10520.0;42080;0.279;0.285;4;0
364;51;0.227;0.257;500;1268.35;0.0;0.26;0.224;0.291;0.29;0.27;0;0;0.29;0.312;0.605;0.318;0.221;0.221;16;1;0.258;2;1;0.255;77330;14060;14060.0;49210;0.279;0.285;1;1
110;27;0.258;0.216;1000;1664.66;0.0;0.234;0.234;0.169;0.109;0.21;0;-66200;0.29;0.254;0.128;0.291;0.294;0.242;3;1;0.24;0;3;0.255;57500;5750;5750.0;46000;0.304;0.27;5;0
285;42;0.254;0.257;500;1389.13;0.0;0.26;0.234;0.169;0.109;0.258;63100;-79400;0.29;0.254;0.128;0.269;0.227;0.248;13;1;0.24;0;3;0.255;52700;5270;10540.0;36890;0.186;0.15;10;0
154;37;0.227;0.262;1000;1987.8076508443687;0.0;0.234;0.264;0.302;0.116;0.293;0;-67800;0.29;0.312;0.107;0.318;0.294;0.261;2;1;0.24;0;3;0.255;79530;14460;7230.0;57840;0.19;0.222;15;0
287;41;0.227;0.216;2000;968.74;0.0;0.26;0.224;0.291;0.2;0.27;0;-49000;0.085;0.089;0.066;0.066;0.294;0.221;9;1;0.24;2;3;0.255;5170;470;940.0;3760;0.238;0.285;14;0
33;33;0.227;0.216;1000;1096.79;6000000.0;0.234;0.234;0.204;0.116;0.24;45500;-60600;0.29;0.312;0.605;0.209;0.227;0.242;16;1;0.24;2;1;0.255;81400;8140;8140.0;65120;0.277;0.33;17;0
147;34;0.227;0.216;1000;1275.81;0.0;0.26;0.225;0.276;0.116;0.27;0;-48300;0.29;0.254;0.107;0.269;0.221;0.261;13;1;0.258;2;2;0.255;101010;15540;15540.0;69930;0.338;0.4;17;0
194;35;0.227;0.216;500;1416.24;0.0;0.234;0.264;0.169;0.109;0.258;0;0;0.095;0.089;0.107;0.066;0.179;0.234;7;1;0.258;1;0;0.255;5940;1080;540.0;4320;0.179;0.129;12;0
260;43;0.254;0.257;500;982.22;0.0;0.234;0.261;0.368;0.224;0.258;54500;-72100;0.29;0.276;0.128;0.269;0.221;0.224;18;1;0.24;1;0;0.255;75400;15080;7540.0;52780;0.255;0.15;4;0
10;26;0.254;0.257;2000;765.64;0.0;0.26;0.264;0.276;0.265;0.258;0;-22200;0.27;0.276;0.605;0.291;0.294;0.221;3;3;0.24;0;3;0.255;31350;2850;5700.0;22800;0.255;0.231;14;1
270;41;0.227;0.262;1000;817.28;0.0;0.26;0.225;0.276;0.74;0.24;62200;0;0.27;0.312;0.128;0.291;0.294;0.261;17;3;0.24;1;1;0.255;60190;4630;9260.0;46300;0.338;0.4;1;1
80;28;0.227;0.216;1000;1740.57;0.0;0.234;0.262;0.302;0.109;0.27;0;-18600;0.29;0.312;0.605;0.209;0.294;0.234;3;1;0.24;0;1;0.255;33480;3720;3720.0;26040;0.25;0.162;4;0
